GN33:Aguilar de Codés:1:Navarra:0:0
C059:Ordunte:0:País Vasco:0:0
C072:Orduña:0:País Vasco:0:0
C0B4:Orozko:0:País Vasco:0:0
GN37:Oskotz:1:Navarra:0:0
C054:Otxandio:0:País Vasco:0:0
C060:Páganos:0:País Vasco:0:0
GN455:Pamplona:1:Navarra:0:0
C042:Punta Galea:0:País Vasco:0:0
C021:Roitegi:0:País Vasco:0:0
C030:Salvatierra:0:País Vasco:0:0
C007:Santa Clara:0:País Vasco:0:0
C051:Saratxo:0:País Vasco:0:0
GN21:Sartaguda:1:Navarra:0:0
GN9:Tafalla:1:Navarra:0:0
C020:Trebiño:0:País Vasco:0:0
GN29:Trinidad de Iturgoien:1:Navarra:0:0
GN36:Tudela (Montes del Cierzo):1:Navarra:0:0
GN30:Ujué:1:Navarra:0:0
GN250:Urbasa:1:Navarra:0:0
C022:Urkiola:0:País Vasco:0:0
GN11:Villanueva de Yerri:1:Navarra:0:0
GN10:Yesa:1:Navarra:0:0
C070:Zaldiaran:0:País Vasco:0:0
C050:Zambrana:0:País Vasco:0:0
C064:Zarautz:0:País Vasco:0:0
C028:Zegama:0:País Vasco:0:0
C029:Zizurkil:0:País Vasco:0:0
1351:Estaca de Bares:2:Galicia:605829.7243:4848957.736
1363X:As Pontes:2:Galicia:592132.4166:4810986.188
1387:A Coruña:2:Galicia:546880.9229:4801603.815
1387E:A Coruña Aeropuerto:2:Galicia:550913.751:4795092.693
1390X:Carballo, Depuradora:2:Galicia:523491.5296:4783466.45
1393:Cabo Vilan:2:Galicia:482860.1321:4778666.04
1399:Vimianzo:2:Galicia:496177.2056:4767201.175
1400:Fisterra:2:Galicia:476220.3908:4752496.563
1406X:Mazaricos:2:Galicia:500521.294:4753627.564
1410X:Sobrado:2:Galicia:579648.4833:4765473.818
1428:Santiago de Compostela Aeropuerto:2:Galicia:548109.3707:4748521.174
1435C:Noia:2:Galicia:510130.6242:4738643.813
1442U:Boiro:2:Galicia:508835.3511:4721276.127
1473A:Padrón:2:Galicia:530513.1354:4731825.19
1475X:Santiago de Compostela:2:Galicia:536275.9714:4747152.969
1476R:Rois, Casas do Porto:2:Galicia:523346.682:4733061.938
1297E:Cervantes:2:Galicia:662197.9127:4737025.836
1342X:Ribadeo:2:Galicia:654871.8373:4822630.462
1344X:Mondoñedo:2:Galicia:632600.863:4810025.14
1347T:Burela:2:Galicia:632478.4677:4834434.847
1505:Lugo Aeropuerto:2:Galicia:625500.3075:4774339.136
1518A:Lugo:2:Galicia:617987.4267:4761646.244
1521I:O Páramo:2:Galicia:622615.326:4744725.379
1521X:Becerreá:2:Galicia:648242.9824:4747297.352
1658:Folgoso do Courel:2:Galicia:648375.8955:4716717.228
1679A:Monforte de Lemos:2:Galicia:622298.5154:4709883.816
1583X:O Barco de Valdeorras:2:Galicia:665127.6779:4697867.66
1631E:A Pobra de Trives:2:Galicia:641482.8205:4688893.931
1639X:Chandrexa de Queixa:2:Galicia:633320.3031:4679940.086
1690A:Ourense:2:Galicia:593953.2181:4686522.026
1696O:Beariz:2:Galicia:559349.71:4701998.489
1700X:Carballiño, O:2:Galicia:574659.385:4696963.143
1701X:Ribadavia:2:Galicia:571780.8676:4683452.895
1706A:Allariz:2:Galicia:599418.1161:4670771.576
1735X:Xinzo de Limia:2:Galicia:604750.1026:4659341.929
1738U:Muiños:2:Galicia:583824.5465:4642961.175
2969U:A Gudiña:2:Galicia:650413.5252:4654395.64
2978X:Verín:2:Galicia:630842.5575:4642838.281
1466A:Silleda:2:Galicia:560790.1264:4727860.752
1468X:A Estrada:2:Galicia:540796.853:4726911.982
1477V:Vilagarcía de Arousa:2:Galicia:518485.1984:4714725.175
1484C:Pontevedra:2:Galicia:531596.5097:4698517.218
1489A:A Lama:2:Galicia:545166.9556:4695106.314
1495:Vigo Aeropuerto:2:Galicia:531031.6026:4676430.492
1496X:Vigo:2:Galicia:522761.2229:4675411.885
1719:A Cañiza:2:Galicia:559333.1283:4674237.271
1723X:Ponteareas, Canedo:2:Galicia:541886.9333:4670132.972
1730E:O Rosal:2:Galicia:512640.7782:4643557.547
1179B:Cabrales:2:Asturias:349745.7086:4797030.864
1183X:Llanes:2:Asturias:358492.5728:4808971.622
1186P:Amieva, Panizales:2:Asturias:328016.6357:4792608.8
1199X:Piloña:2:Asturias:305849.4034:4805557.474
1203D:Colunga:2:Asturias:318299.8173:4817961.551
1210X:Cabo Peñas:2:Asturias:270294.5153:4837591.735
1212E:Asturias Aeropuerto:2:Asturias:738703.626:4828021.669
1221D:Puerto de Pajares:2:Asturias:273616.2528:4762180.358
1223P:Pola de Lena:2:Asturias:270409.8851:4779428.013
1226X:Aller:2:Asturias:298416.2943:4774373.262
1234P:Mieres:2:Asturias:271236.103:4795213.441
1249X:Oviedo:2:Asturias:267072.4855:4804065.498
1272B:Tineo, Soto de la Barca:2:Asturias:712007.5242:4796366.974
1276F:Pola de Somiedo:2:Asturias:723224.7974:4775572.236
1279X:Salas:2:Asturias:724153.2622:4811737.104
1283U:Cabo Busto:2:Asturias:704305.9343:4827132.929
1302F:Degaña:2:Asturias:706166.5865:4758948.214
1309C:Ibias, San Antolin:2:Asturias:672316.0227:4766039.297
1327A:Villayón, Oneta:2:Asturias:688207.5501:4815145.595
1331D:Figueras de Castropol:2:Asturias:660069.999:4822165.829
1341B:Taramundi, Ouria:2:Asturias:656968.1605:4808788.937
1542:Puerto de Leitariegos:2:Asturias:710792.0724:4763411.843
1096X:Barcena de Cicero, Treto:2:Cantabria:461960.8981:4804972.617
1109:Santander Aeropuerto:2:Cantabria:432708.2677:4808810.46
1111X:Santander:2:Cantabria:435270.0157:4815665.443
1124E:Villacarriedo:2:Cantabria:431039.3762:4788434.154
1135C:Los Tojos, Bárcena Mayor:2:Cantabria:401270.9453:4777848.387
1154H:Torrelavega, Sierrapando:2:Cantabria:416738.6071:4801151.801
1159:San Vicente de la Barquera:2:Cantabria:387248.1428:4805436.502
1167B:Camaleño, Fuente De:2:Cantabria:352587.0863:4778388.585
1174I:Cillórigo de Liébana, Tama:2:Cantabria:369837.3148:4782357.454
1176A:Tresviso:2:Cantabria:364581.2371:4790576.511
1740:Santillana del Mar, Altamira:2:Cantabria:408910.71:4803319.987
9001D:Reinosa:2:Cantabria:405392.2081:4760573.656
9016X:Valderredible, Cubillo de Ebro:2:Cantabria:415605.7607:4740201.767
9019B:Valderredible, Polientes:2:Cantabria:423641.4286:4739737.864
1044X:Aramaio:2:País Vasco:533432.3544:4767312.732
1060X:Amurrio:2:País Vasco:499547.5452:4766398.098
9060X:Lalastra:2:País Vasco:481079.0804:4746990.784
9073X:Opakua:2:País Vasco:552331.9503:4742104.808
9091R:Vitoria Gasteiz Aeropuerto:2:País Vasco:521780.6495:4746629.089
9122I:Labastida:2:País Vasco:518479.9453:4716699.228
9145X:Leza:2:País Vasco:530140.9063:4712822.723
9178X:Campezo/Kanpezu:2:País Vasco:553581.3612:4724438.843
1055B:Lekeitio:2:País Vasco:539671.6066:4802791.662
1056K:Forua:2:País Vasco:526657.8232:4798902.495
1057B:Machichaco:2:País Vasco:520001.7214:4811250.071
1059X:Punta Galea:2:País Vasco:498244.7635:4802459.506
1064L:Orozko:2:País Vasco:511370.8649:4771435.64
1069Y:Abadiño:2:País Vasco:528956.7146:4771888.619
1074C:Amorebieta--Etxano:2:País Vasco:523875.4821:4783375.243
1078C:Balmaseda:2:País Vasco:482956.023:4780886.847
1078I:Güeñes:2:País Vasco:491492.4642:4783400.342
1082:Bilbao Aeropuerto:2:País Vasco:507638.1663:4793918.529
1012P:Irún:2:País Vasco:597561.3989:4797763.782
1014A:San Sebastián Aeropuerto:2:País Vasco:598271.9879:4801569.291
1021X:Renteria:2:País Vasco:591063.9279:4785084.766
1025X:Beasain:2:País Vasco:562547.4883:4767177.849
1026X:Ordizia:2:País Vasco:566434.7457:4767584.734
1036A:Zarautz:2:País Vasco:566443.1485:4792172.91
1037X:Legazpia:2:País Vasco:553999.3445:4766765.622
1037Y:Zumarraga:2:País Vasco:555534.7024:4769924.552
1038X:Azpeitia:2:País Vasco:559560.2595:4780231.515
1041A:Zumaia:2:País Vasco:560740.7828:4794649.21
1048X:Aretxabaleta:2:País Vasco:543544.0651:4763729.581
1049N:Elgeta:2:País Vasco:541001.521:4776300.012
1050J:Elgoibar:2:País Vasco:547655.5479:4784240.72
1052A:Mutriku:2:País Vasco:548877.9701:4796219.155
1002Y:Baztan, Irurita:2:Navarra:618492.0674:4776929.217
1010X:Bera:2:Navarra:607328.136:4792696.825
1033X:Areso:2:Navarra:585398.1995:4770788.092
9171K:Los Arcos:2:Navarra:566981.7456:4713419.397
9174:Sartaguda:2:Navarra:577757.087:4691752.822
9228J:Oroz-Betelu/Orotz-Betelu:2:Navarra:638776.2675:4750679.56
9228T:Roncesvalles:2:Navarra:636463.5297:4763131.402
9238X:Navascués/Nabaskoze:2:Navarra:654165.5486:4731163.094
9252X:Olite/Erriberri:2:Navarra:610487.7744:4704965.832
9257X:Esteribar, Eugui:2:Navarra:620940.0989:4758612.062
9262P:Monreal/Elo:2:Navarra:623218.6394:4728721.782
9263D:Pamplona Aeropuerto:2:Navarra:610434.2793:4736929.011
9263I:Aranguren, Ilundain:2:Navarra:620047.9219:4736997.01
9274X:Irurtzun:2:Navarra:595402.0676:4752316.085
9280B:Larraga:2:Navarra:593801.352:4711415.807
9283X:Cadreita:2:Navarra:606374.1185:4673557.139
9294E:Bardenas Reales, Base Aérea:2:Navarra:625881.9233:4672953.38
9301X:Monteagudo:2:Navarra:608515.8681:4646040.87
9302Y:Tudela:2:Navarra:615063.4596:4656879.923
9995Y:Luzaide/Valcarlos:2:Navarra:638292.8487:4772333.72
9198A:Canfranc:2:Aragón:703248.9094:4735612.129
9207:Valle de Hecho, Hecho:2:Aragón:684121.8464:4734458.22
9211F:Bailo:2:Aragón:679313.7516:4709174.902
9460X:Sabiñánigo:2:Aragón:717246.3436:4710101.015
9491X:Almudébar:2:Aragón:699849.5705:4655865.179
9751:Sopeira:2:Aragón:314336.437:4687610.578
9756X:Benabarre:2:Aragón:291660.7224:4665340.523
9784P:Bielsa:2:Aragón:272431.622:4723462.48
9808X:Ainsa:2:Aragón:264542.8308:4700563.789
9843A:Seira:2:Aragón:289091.6422:4705923.206
9855E:Capella:2:Aragón:290805.5596:4675244.982
9866C:Barbastro:2:Aragón:263256.5663:4656107.31
9894X:Sariñena:2:Aragón:735881.8587:4631375.372
9898:Huesca Aeropuerto:2:Aragón:721141.2776:4662488.04
9901X:Huesca:2:Aragón:715277.6546:4668481.739
9908X:Lanaja:2:Aragón:721659.3172:4628109.928
9911X:Ballobar:2:Aragón:265704.6895:4611345.589
9918X:Tamarite de Litera:2:Aragón:282012.2741:4628768.751
9924X:Fraga:2:Aragón:279361.678:4600385.656
8354X:Albarracín:2:Aragón:632227.0577:4475510.232
8368U:Teruel:2:Aragón:659303.4183:4468355.39
8376:Jabaloyas:2:Aragón:635114.4348:4455173.66
8458X:Cedrillas:2:Aragón:682419.5255:4477767.247
8486X:Mosqueruela:2:Aragón:716146.1:4471103.107
9374X:Teruel, Santa Eulalia del Campo:2:Aragón:642144.5035:4492009.561
9381I:Calamocha:2:Aragón:643696.5061:4531956.945
9513X:Muniesa:2:Aragón:684475.6479:4544530.44
9531Y:Montalbán:2:Aragón:686094.1298:4522075.412
9546B:Hijar:2:Aragón:714585.9628:4560999.463
9550C:Andorra:2:Aragón:718104.6044:4539156.574
9561X:Castellote:2:Aragón:726488.3123:4519839.048
9569A:Calanda:2:Aragón:732507.1436:4536511.108
9935X:Valderrobres:2:Aragón:259510.2099:4528617.143
9998X:Bello:2:Aragón:626771.9474:4531121.676
9299X:Tarazona:2:Aragón:605872.5063:4641096.023
9321X:Ejea de los Caballeros:2:Aragón:653774.0597:4664897.819
9336D:Castejon de Valdejasa:2:Aragón:666025.0773:4649961.063
9354X:Alhama de Aragon:2:Aragón:592496.8495:4571878.332
9390:Daroca:2:Aragón:633492.2205:4552679.753
9394X:Calatayud:2:Aragón:613363.5053:4576399.768
9427X:La Almunia de Doña Godina:2:Aragón:635181.6367:4593432.578
9434P:Zaragoza, Valdespartera:2:Aragón:672034.3239:4609738.767
9443V:Zaragoza, Canal:2:Aragón:676397.363:4611233.304
9495Y:Leciñena:2:Aragón:697969.4362:4629945.208
9501X:Valmadrid:2:Aragón:676613.732:4590099.541
9510X:Quinto:2:Aragón:708567.5216:4589407.611
9574X:Caspe:2:Aragón:748273.0531:4568552.586
9576C:Bujaraloz:2:Aragón:735758.7919:4600617.514
0061X:Pontons:2:Cataluña:376246.0197:4586101.606
0066X:Vilafranca del Penedés:2:Cataluña:389285.0202:4576266.349
0073X:Sitges:2:Cataluña:403849.2505:4566466.428
0076:Barcelona Aeropuerto:2:Cataluña:422132.2521:4571676.054
0092X:Berga:2:Cataluña:405530.572:4661664.939
0106X:Balsareny:2:Cataluña:406427.3795:4635556.215
0114X:Prat de Lluçanés:2:Cataluña:419399.2015:4651005.443
0120X:Moià:2:Cataluña:424854.1239:4629446.745
0149X:Manresa:2:Cataluña:403533.9005:4619338.662
0158X:Monistrol de Montserrat:2:Cataluña:403253.7302:4605400.114
0171C:Igualada:2:Cataluña:384774.6617:4603944.942
0194D:Corbera, Pic d'Agulles:2:Cataluña:406783.5409:4584656.815
0201D:Barcelona:2:Cataluña:433117.2138:4582422.648
0201X:Barcelona, Museo Marítimo:2:Cataluña:430917.7529:4580716.179
0222X:Caldes de Montbui:2:Cataluña:430707.063:4607118.828
0229I:Sabadell Aeropuerto:2:Cataluña:425165.3528:4597273.844
0244X:Vilassar de Dalt:2:Cataluña:446796.4408:4595015.467
0252D:Arenys de Mar:2:Cataluña:461658.7989:4604080.635
0255B:Santa Susana:2:Cataluña:474764.9072:4611054.186
0260X:Fogars de Montclús:2:Cataluña:452709.2657:4623286.224
0281Y:Blanes:2:Cataluña:483769.1348:4613927.115
0284X:Castell, Platja d'Aro:2:Cataluña:502561.214:4628434.83
0312X:Sant Pau de Segúries:2:Cataluña:447578.1243:4678654.85
0320I:Planoles:2:Cataluña:426063.7713:4685356.93
0324A:Ripoll:2:Cataluña:433623.4872:4671339.014
0360X:Les Planes d?Hostoles:2:Cataluña:462854.7855:4655733.573
0363X:Sant Hilari:2:Cataluña:459620.2595:4636659.911
0367:Girona Aeropuerto:2:Cataluña:480372.7397:4639995.83
0370E:Girona:2:Cataluña:485040.3142:4646707.861
0385X:L?Estartit:2:Cataluña:516664.4728:4655779.092
0394X:La Vall de Bianya:2:Cataluña:456412.0988:4673289.349
0411X:Castello d?Empuries:2:Cataluña:507679.4654:4674731.557
0421X:Espolla:2:Cataluña:500503.0056:4693078.973
0429X:Figueres:2:Cataluña:496723.6824:4678552.619
9585:La Molina:2:Cataluña:412625.5675:4687239.002
9590:Martinet:2:Cataluña:392399.9803:4690821.426
9619:La Seo d?Urgell:2:Cataluña:373421.8569:4690305.774
9632X:Josa i Tuixén:2:Cataluña:381951.6953:4676334.824
9638D:Coll de Nargó:2:Cataluña:360535.7768:4668303.267
9647X:Torà:2:Cataluña:366718.5768:4629462.638
9650X:Artesa de Segre:2:Cataluña:343065.9665:4638336.681
9657X:Esterri d?Àneu:2:Cataluña:346334.5297:4720875.069
9689X:Torre de Cabdella:2:Cataluña:334823.1065:4703516.702
9698U:Talarn:2:Cataluña:323772.6852:4674774.367
9707:Llimiana:2:Cataluña:326858.8961:4659328.11
9718X:Granyanella:2:Cataluña:351865.5074:4615623.888
9720X:Tàrrega:2:Cataluña:345902.5811:4612633.149
9724X:Os de Balaguer:2:Cataluña:313793.1007:4638147.197
9729X:Mollerussa:2:Cataluña:322261.8614:4609445.583
9744B:La Vall de Boi:2:Cataluña:319148.8689:4708010.861
9771C:Lleida:2:Cataluña:299708.0804:4611304.533
9772X:La Pobla de Cérvoles:2:Cataluña:325340.6636:4581596.766
9775X:El Soleràs:2:Cataluña:305963.2466:4587274.721
9990X:Naut Aran, Arties:2:Cataluña:326111.2553:4729717.365
0009X:Alforja:2:Cataluña:329263.3215:4564501.031
0016A:Reus Aeropuerto:2:Cataluña:347185.3722:4556976.217
0034X:Valls:2:Cataluña:354380.2552:4572748.537
0042Y:Tarragona:2:Cataluña:353025.1628:4553987.216
9726E:Llorac:2:Cataluña:359023.3313:4601996.911
9946X:Horta de Sant Joan:2:Cataluña:273734.8647:4537026.397
9947X:La Pobla de Massaluca:2:Cataluña:277997.9063:4561807.884
9961X:Cabacés:2:Cataluña:310246.733:4568921.689
9975X:Rasquera:2:Cataluña:298291.5716:4541650.983
9981A:Tortosa:2:Cataluña:288603.9667:4521830.36
9987P:Sant Jaume d'Enveja:2:Cataluña:314975.9383:4507669.011
2430Y:Muñotello:2:Castilla y León:326895.6093:4490072.451
2444:Ávila:2:Castilla y León:357980.9962:4502279.275
2453E:Gotarrendura:2:Castilla y León:353118.2598:4521222.44
2456B:Arevalo:2:Castilla y León:354658.385:4548123.802
2512Y:Rivilla de Barajas:2:Castilla y León:329924.7627:4527644.081
2811A:Navarredonda de Gredos:2:Castilla y León:318001.3578:4468870.954
2828Y:Barco de Avila:2:Castilla y León:286072.0048:4470237.149
3319D:Puerto El Pico:2:Castilla y León:329038.5838:4467408.442
3337U:Cebreros:2:Castilla y León:376579.9956:4480665.021
3391:Sotillo de la Adrada:2:Castilla y León:364777.4893:4461005.098
3422D:Candeleda:2:Castilla y León:303092.5257:4445764.681
2106B:Coruña del Conde:2:Castilla y León:468242.6798:4621627.496
2117D:Aranda de Duero:2:Castilla y León:438163.9156:4612941.632
2298:Palacios de la Sierra:2:Castilla y León:489088.8051:4645312.628
2302N:Monterrubio de la Demanda:2:Castilla y León:490842.1144:4666035.767
2311Y:Villamayor de los Montes:2:Castilla y León:436519.1916:4661750.394
2331X:Burgos Aeropuerto:2:Castilla y León:448825.8814:4689503.03
9012E:Santa Gadea de Alfoz:2:Castilla y León:421916.6501:4755861.093
9031C:Briviesca:2:Castilla y León:474643.8385:4711939.969
9051:Medina de Pomar:2:Castilla y León:460643.8727:4752043.778
9069C:Miranda de Ebro:2:Castilla y León:504552.4401:4724109.724
9111:Belorado:2:Castilla y León:485991.3574:4696547.473
1541B:Villablino:2:Castilla y León:717566.5559:4756367.019
1549:Ponferrada:2:Castilla y León:697002.8297:4715178.995
1561I:Vega de Espinareda:2:Castilla y León:690341.9207:4737466.967
2624C:Riaño:2:Castilla y León:336259.0189:4758143.028
2626Y:Cubillas de Rueda:2:Castilla y León:320123.5614:4720949.756
2630X:Puerto de San Isidro:2:Castilla y León:306450.9424:4770466.558
2647Y:La Pola de Gordón, Santa Luca:2:Castilla y León:286984.9689:4748010.567
2661:León Aeropuerto:2:Castilla y León:282468.668:4718508.567
2664B:Valencia de Don Juan:2:Castilla y León:293522.1207:4685661.299
2701D:Sena de Luna, Miñera:2:Castilla y León:265561.9035:4752104.815
2728B:Quintana del Castillo, Villameca:2:Castilla y León:740117.3532:4725924.275
2734D:Astorga:2:Castilla y León:740480.3021:4706850.043
2737E:Lagunas Somoza:2:Castilla y León:730796.7187:4695498.169
2742R:Bustillo del Páramo:2:Castilla y León:271470.6228:4705305.3
2235U:Cervera de Pisuerga:2:Castilla y León:375846.4402:4747560.926
2243A:Aguilar de Campoo:2:Castilla y León:395576.0726:4739087.723
2276B:Villaeles de Valdavia:2:Castilla y León:370729.0829:4714144.544
2362C:Velilla del Río Carrión, Camporredondo de Alba:2:Castilla y León:360084.7037:4750455.781
2374X:Carrin de los Condes:2:Castilla y León:366802.045:4689996.591
2400E:Autilla del Pino:2:Castilla y León:367250.6746:4650525.235
2401X:Palencia:2:Castilla y León:370775.9176:4652002.756
2568D:Santervs de la Vega, Villapún:2:Castilla y León:347956.2651:4709575.205
2847X:Pedrosillo de Los Aires:2:Castilla y León:276593.019:4506101.832
2863C:Pedraza de Alba:2:Castilla y León:300194.7172:4511724.779
2867:Salamanca Aeropuerto:2:Castilla y León:289748.11:4537260.93
2870:Salamanca:2:Castilla y León:275947.7872:4537452.531
2873X:Barbadillo:2:Castilla y León:265867.6045:4531777.518
2883R:Ledesma:2:Castilla y León:743144.2761:4565075.661
2891A:Villarino de los Aires:2:Castilla y León:712566.0824:4571064.852
2914C:Boadilla Fuente San Esteban:2:Castilla y León:736023.4355:4518778.998
2916A:Vitigudino:2:Castilla y León:715459.8192:4543183.824
2918Y:El Mallo:2:Castilla y León:735025.7257:4494668.094
2926B:Bañobárez:2:Castilla y León:701555.6639:4525011.865
2930Y:Navasfrías:2:Castilla y León:685897.6325:4462980.585
2945A:El Bodón Base Aérea:2:Castilla y León:705370.2957:4484410.069
2946X:Saelices El Chico:2:Castilla y León:702962.1643:4501009.065
2135A:Fresno de Cantiespino:2:Castilla y León:457583.0104:4580264.373
2140A:Aldeanueva de Serrezuela:2:Castilla y León:434376.0544:4590614.886
2150H:La Pinilla, estación de esquí:2:Castilla y León:460144.5335:4560173.94
2182C:Pedraza:2:Castilla y León:433670.8182:4553921.094
2192C:Cuéllar:2:Castilla y León:394183.2277:4582115.613
2465:Segovia:2:Castilla y León:405189.7899:4533293.187
2471Y:San Rafael:2:Castilla y León:397756.6764:4508163.973
2482B:Miguelañez:2:Castilla y León:384510.1055:4553699.687
2005Y:Vinuesa:2:Castilla y León:517998.9053:4646221.455
2030:Soria:2:Castilla y León:542962.6608:4624924.345
2044B:Lubia:2:Castilla y León:541041.827:4605545.028
2048A:Morón de Almazán:2:Castilla y León:548445.2384:4585483.219
2059B:La Riba de Escalote:2:Castilla y León:518125.3481:4577603.37
2092:Burgo de Osma:2:Castilla y León:492753.3691:4604197.997
2096B:Liceras:2:Castilla y León:478977.6358:4580263.272
2296A:Ólvega:2:Castilla y León:585047.7125:4625362.922
9287A:San Pedro Manrique:2:Castilla y León:563674.4302:4652992.301
9344C:Arcos de Jalón:2:Castilla y León:559260.439:4563019.631
9352A:Almazul:2:Castilla y León:571672.5835:4602916.72
2166Y:Peñafiel:2:Castilla y León:406793.8258:4605199.14
2172Y:Sardón de Duero:2:Castilla y León:382889.2731:4607646.348
2422:Valladolid:2:Castilla y León:353884.1723:4611386.318
2503B:Olmedo, Depósito de Agua:2:Castilla y León:358306.0559:4571220.939
2503X:Olmedo:2:Castilla y León:358823.7182:4576301.282
2507Y:Rueda:2:Castilla y León:335777.8966:4587740.011
2517A:Fuente el Sol:2:Castilla y León:337288.9319:4559750.908
2593D:Villalón de Campos:2:Castilla y León:334975.3642:4661263.429
2604B:Medina de Rioseco:2:Castilla y León:330696.9975:4638002.913
2536D:Morales del Toro:2:Castilla y León:310536.1973:4602152.851
2555B:Fuentesauco:2:Castilla y León:292051.0137:4567999.071
2611D:Villafáfila:2:Castilla y León:284805.0629:4637081.232
2614:Zamora:2:Castilla y León:271750.1016:4599603.902
2755X:Benavente:2:Castilla y León:279182.03:4654419.516
2766E:Puebla de Sanabria:2:Castilla y León:695203.4873:4661600.455
2775X:Villardeciervos:2:Castilla y León:725502.7288:4646848.07
2777K:Santibañez de Vidriales:2:Castilla y León:747563.2525:4662777.653
2789H:Pozuelo de Tabara:2:Castilla y León:258273.7869:4630057.83
2804F:Villadepera:2:Castilla y León:738428.9453:4601971.342
2885K:Fresno de Sayago:2:Castilla y León:749294.4194:4576832.223
2966D:Alcañices:2:Castilla y León:724606.9263:4618137.003
9115X:Ezcaray:2:La Rioja:502612.0615:4678089.7
9121X:Haro:2:La Rioja:511922.5852:4713662.098
9141V:Nájera:2:La Rioja:522489.4426:4695798.523
9145Y:Cenicero:2:La Rioja:529633.6018:4703443.724
9170:Logroño Aeropuerto:2:La Rioja:555001.9493:4700204.635
9283Y:Alfaro:2:La Rioja:599943.0982:4670964.099
2462:Puerto de Navacerrada:2:Madrid:414744.8077:4516275.909
3100B:Aranjuez:2:Madrid:453429.7408:4435361.134
3104Y:Rascafría:2:Madrid:425164.989:4526895.075
3110C:Buitrago del Lozoya:2:Madrid:448399.6437:4539709.265
3111D:Somosierra:2:Madrid:451297.7586:4553967.434
3125Y:San Sebastián de Los Reyes:2:Madrid:446249.7959:4491218.488
3126Y:Madrid, El Goloso:2:Madrid:439728.9832:4490312.427
3129:Madrid Aeropuerto:2:Madrid:452902.2257:4479702.942
3170Y:Alcala de Henares:2:Madrid:475461.0335:4486440.052
3182Y:Arganda del Rey:2:Madrid:457703.5581:4462468.971
3191E:Colmenar Viejo:2:Madrid:435367.4483:4505304.758
3194U:Madrid, Ciudad Universitaria:2:Madrid:438594.2873:4478141.543
3194Y:Pozuelo de Alarcón:2:Madrid:431029.9149:4477837.364
3195:Madrid:2:Madrid:442470.4671:4473701.341
3229Y:Tielmes:2:Madrid:473492.3953:4455243.635
3266A:Puerto Alto del León:2:Madrid:403534.8406:4506791.27
3268C:Alpedrete:2:Madrid:413987.4219:4501481.771
3330Y:Rozas de Puerto Real:2:Madrid:373630.4476:4463565.469
3338:Robledo de Chavela:2:Madrid:393967.8227:4475988.255
3343Y:Valdemorillo:2:Madrid:410082.6974:4483425.479
